"QUEST";"ID_DOMICILIO";"ID_MORADOR";"RESP_SEXO";"RESP_IDADE";"RESP_PEA";"RACA_RESP_KIDS";"D1";"D2";"D3_A";"D3_B";"D3_C";"D3_D";"D3_E";"D3_F";"D3_G";"D3_H";"D3_I";"D3_OUTRO";"D4";"D5";"D6";"D7_A";"D7_B";"D7_C";"D7_D";"D7_E";"D7_F";"D7_G";"D7_OUTRO";"E3";"E10_A";"E10_B";"E10_C";"E10_D";"E10_E";"E10_F";"E10_G";"E9_A";"E9_B";"E9_C";"E9_D";"E9_E";"E9_F";"E9_G";"E8_A";"E8_B";"E8_C";"E8_D";"E6_A";"E6_B";"E6_C";"E6_D";"E6_E";"E6_F";"E6_G";"E6_H";"E7_A";"E7_B";"E7_C";"E7_D";"E7_E";"E7_F";"GK1_A";"GK1_B";"GK1_C";"GK1_D";"GK1_E";"GK1_F";"GK1_G";"F1";"SEXO_KIDS";"IDADE_KIDS";"ESC1";"RACA_KIDS";"M1_A";"M1_B";"M1_C";"M1_D";"M1_E";"M1_F";"M1_OUTRO";"M1A_H";"M1A_I";"M1A_J";"M1B_A";"M1B_B";"M1B_C";"M1B_D";"M2";"M3";"M4_A";"M4_B";"M4_C";"M4_D";"M4_E";"M4_F";"M4_G";"M4_H";"M4_I";"M4_J";"M4_OUTRO";"M5";"M6_A";"M6_B";"M7A_A";"M7A_B";"M7A_C";"M7A_D";"M7A_E";"M7A_F";"M7A_H";"M7A_OUTRO";"M7_G";"M10_A";"M10_B";"M10_C1";"M10_C2";"M10_D";"M10_E";"M10_H";"M10_J";"M10_M";"M10_O";"N1_I";"N1_C";"N1_J";"N1_E1";"N1_F1";"N1_G1";"N1_H";"N2_I";"N2_C";"N2_J";"N2_E1";"N2_F1";"N2_G1";"N2_H";"N1_1_I";"N1_1_L";"N1_1_P";"N1_1_Q";"N1_2_R";"N1_2_K";"N1_2_M";"N1_2_AA";"N1_2_AB";"N1_3_S";"N1_3_T";"N1_3_Y";"N1_3_J1";"N1_3_AC";"N1_3_N1";"N1_4_V";"N1_4_U";"N1_4_X";"N1_4_Z";"N1_4_O";"N3";"O6_A";"O6_B";"O6_C";"O6_D";"O6_E";"O6_F";"O6_G";"O7_A";"O7_B";"O7_C";"O7_D";"O7_E";"O7_F";"O7_G";"R1_A";"R1_B";"R1_C";"R2A_A2";"R2A_C2";"R2A_D2";"R2A_E2";"R2A_F2";"R2A_G2";"R2A_H2";"R2A_I2";"R2A_J2";"R4_A";"R4_B";"R4_C";"R4_D";"R5_A";"R5_B";"R5_D";"R5_E";"R3_K";"R3_L";"R3_O";"R6_A";"R6_B";"R6_C";"R6_D";"R6_E";"R6_F";"T0";"T0A";"T0B_A";"T0B_B";"T0B_C";"T0B_D";"T0B_E";"T0B_F";"T0B_G";"T0B_H";"T1A";"T2_A";"T2_B";"T2_C";"T2_D";"T2_OUTRO";"T3";"T10_A";"T10_B";"T10_C";"T10_D";"T10_F";"T10_E";"T11_A";"T11_B";"T11_C";"T11_D";"T11_E";"T11_F";"T12_A";"T12_B";"T12_C";"T12_D";"T12_E";"T12_F";"T25";"T13_A";"T13_B";"T13_C";"T13_D";"T13_E";"T13_F";"T14";"T15_A";"T15_B";"T15_C";"T15_D";"T15_E";"T15_F";"T16";"T17";"T18";"T19_A";"T19_B";"T19_C";"T19_D";"T19_E";"T19_F";"T19_G";"T19_H";"T19_I";"T19_J";"T19_OUTRO";"T20";"T21_A";"T21_B";"T21_C";"T21_D";"T21_E";"T21_F";"T21_G";"T21_H";"T21_I";"T21_J";"T21_K";"T23_A";"T23_B";"T23_C";"T23_D";"T23_E";"T23_F";"T24";"U1";"U1A";"U2_A1";"U2_B";"U2_C";"U2_D1";"U2_E";"U2_F_1";"U2_G";"U5_A";"U5_B";"U5_C";"U5_D";"U5_E";"U5_F";"U5_G";"U6_A";"U6_B";"U6_C";"U6_D";"U6_E";"U6_F";"U6_G";"U6_H";"PESO";"rep1";"rep2";"rep3";"rep4";"rep5";"rep6";"rep7";"rep8";"rep9";"rep10";"rep11";"rep12";"rep13";"rep14";"rep15";"rep16";"rep17";"rep18";"rep19";"rep20";"rep21";"rep22";"rep23";"rep24";"rep25";"rep26";"rep27";"rep28";"rep29";"rep30";"rep31";"rep32";"rep33";"rep34";"rep35";"rep36";"rep37";"rep38";"rep39";"rep40";"rep41";"rep42";"rep43";"rep44";"rep45";"rep46";"rep47";"rep48";"rep49";"rep50";"rep51";"rep52";"rep53";"rep54";"rep55";"rep56";"rep57";"rep58";"rep59";"rep60";"rep61";"rep62";"rep63";"rep64";"rep65";"rep66";"rep67";"rep68";"rep69";"rep70";"rep71";"rep72";"rep73";"rep74";"rep75";"rep76";"rep77";"rep78";"rep79";"rep80";"rep81";"rep82";"rep83";"rep84";"rep85";"rep86";"rep87";"rep88";"rep89";"rep90";"rep91";"rep92";"rep93";"rep94";"rep95";"rep96";"rep97";"rep98";"rep99";"rep100";"rep101";"rep102";"rep103";"rep104";"rep105";"rep106";"rep107";"rep108";"rep109";"rep110";"rep111";"rep112";"rep113";"rep114";"rep115";"rep116";"rep117";"rep118";"rep119";"rep120";"rep121";"rep122";"rep123";"rep124";"rep125";"rep126";"rep127";"rep128";"rep129";"rep130";"rep131";"rep132";"rep133";"rep134";"rep135";"rep136";"rep137";"rep138";"rep139";"rep140";"rep141";"rep142";"rep143";"rep144";"rep145";"rep146";"rep147";"rep148";"rep149";"rep150";"rep151";"rep152";"rep153";"rep154";"rep155";"rep156";"rep157";"rep158";"rep159";"rep160";"rep161";"rep162";"rep163";"rep164";"rep165";"rep166";"rep167";"rep168";"rep169";"rep170";"rep171";"rep172";"rep173";"rep174";"rep175";"rep176";"rep177";"rep178";"rep179";"rep180";"rep181";"rep182";"rep183";"rep184";"rep185";"rep186";"rep187";"rep188";"rep189";"rep190";"rep191";"rep192";"rep193";"rep194";"rep195";"rep196";"rep197";"rep198";"rep199";"rep200";"AREA";"COD_REGIAO_2";"ESCOLARIDADE_3";"FAIXA_ETARIA";"RENDA_FAMILIAR_2";"CLASSE_2015_REC";"A4_AGREG";"IDADE_INTERNET";"M1_AGREG";"M1_DISPOSITIVOS";"M1_DISPOSITIVOS_B";"A1B_EXCLUSIVO";"M8_FAIXA";"O7_AGREG"
199351643;6205;2;1;65;5;3;1;1;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;1;5;5;5;5;5;1;5;5;3;5;5;5;5;5;5;5;5;5;3;1;1;3;3;3;3;3;99;99;99;99;99;99;99;99;99;99;99;99;99;0;1;14;7;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;99;1;99;99;99;99;99;99;99;99;99;99;99;1;0;1;1;0;0;0;0;0;0;0;0;5;5;2;5;5;5;5;4;5;5;1;1;0;0;0;1;0;2;2;99;99;99;5;99;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;5;5;2;5;5;99;1;99;99;1;99;99;3;1;3;3;1;1;3;3;3;3;1;3;3;3;1;1;3;1;1;3;3;3;3;3;3;1;1;1;3;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;1;97;97;97;97;97;97;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;97;97;97;97;97;97;0;3;1;1;1;1;1;1;1;1;5;5;4;5;5;2;5;5;2;2;5;5;5;5;5;12162,3933685845;10267,7534976507;0;11110,0764391197;0;13233,4329168179;21435,1770874815;29420,7233699118;12459,8742329406;0;19845,2694898741;13225,0635331024;0;12499,0937650209;0;0;0;0;24851,4348234398;0;0;13538,2846336047;14082,2690685955;38131,8813892023;10750,2505546525;0;23509,1903000226;0;0;15042,4933176347;0;12350,3313084418;0;0;13891,1104710632;14055,8812361287;0;37739,3842337211;0;0;0;22148,3631062096;0;35119,6737927371;0;0;0;11003,8306884026;0;9315,93138719487;12830,5353651345;43701,5040783917;24136,0434523307;21613,1415819174;13227,1795642085;0;13460,1396917527;14104,9119792694;11089,7365765315;11216,0151230551;23480,2100471254;27344,6753474216;9517,39105761189;11288,6512294482;24413,9985947095;22566,0743070058;0;22239,0310581302;14426,134981635;0;0;46009,8355548282;0;14268,8495073791;0;0;11115,5915364023;47651,4385664782;0;21600,8285824738;0;0;10320,8135541145;11478,0424427816;0;32764,4149032617;0;12326,7056476063;13453,2141478828;50279,1812507805;0;0;0;0;31744,7749569346;0;33389,5715716129;11612,0934355213;0;22401,8203752768;11547,7403490387;0;21469,8828893211;50674,8539834751;22023,6090038012;13822,787659259;24154,6837973526;13470,0231828518;12386,20870513;11831,2093139304;11988,8995239543;25021,7478693637;0;11111,0173765963;11035,1206559656;0;0;12541,5876150126;27624,1766941474;23374,5090192455;0;0;11339,105309685;0;0;12096,5659861533;12036,0224376063;12540,067610865;0;11671,2758983022;0;12123,1259681732;0;0;0;14005,5221083223;37352,4144023619;11436,482600477;11585,6014693257;38202,3907360505;24307,2420177099;25232,440823689;11282,8991847927;27440,6576201153;10447,18483295;26255,172322073;11436,71889715;9961,05864833291;0;11043,3595374389;0;24221,2183334059;0;12470,3338586798;12449,7470581486;0;0;10497,2710086806;13061,7165897346;11685,3056665709;12837,2107323021;23965,1453734627;25912,8781688328;0;20158,5961392522;9936,92854649654;0;23949,3328563724;0;0;11615,9805464155;0;0;13685,8784664064;0;11615,6596186446;14715,4821068013;11274,6707368965;0;12690,0481768055;11967,9130526251;0;11107,4652892614;24221,6820496098;0;11541,481958807;0;12902,4078714279;9650,67680511836;38994,8962128411;23913,9293365708;13748,461731184;12420,4334959938;11855,9643609977;12296,1948221414;14652,6453195975;15258,1776223023;9933,58607898893;12689,1385129211;0;10027,3943348514;1;4;1;3;1;3;0;1;0;2;1;2;2;1
199356687;21052;5;1;79;5;1;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;0;0;1;1;5;5;2;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;1;97;3;3;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;0;97;2;17;10;3;0;0;0;1;0;1;0;0;1;0;0;0;0;1;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;1;0;0;1;1;0;0;4;4;2;5;3;3;5;1;5;1;1;1;1;1;1;0;1;1;1;3;3;2;99;1;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;5;5;5;1;1;3;5;99;99;99;0;1;0;99;3;2;1;3;2;3;3;3;3;3;1;1;2;3;3;3;3;1;3;3;3;3;3;3;1;1;3;3;3;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;1;0;1;0;0;0;1;1;1;1;1;1;1;2;1;2;2;1;5;2;3;5;5;4;1;5;1;4;1;1;1;180920,06353756;192340,349008733;0;0;0;173197,119074973;349234,294099851;125697,233562973;0;491362,758870002;350448,124510708;152019,542132379;194036,288144248;0;0;159302,694500548;0;247810,938534419;0;382935,800380082;176829,482302075;435116,150087601;500930,557765904;176489,770307909;191049,425403626;134991,349758034;121254,594801159;203087,132897087;181799,430289995;0;133581,712987971;0;194962,755561771;398496,454889723;360533,617330568;223462,345165181;229612,834085456;218036,456324171;0;0;218990,186641644;0;475560,602828876;339198,260662992;0;365202,046186252;0;307492,111509739;0;261269,792840721;0;400695,327016584;254228,232291931;0;143217,559710083;357670,506241359;112293,622542987;171768,690301216;0;0;249723,271098332;216270,968706979;0;0;203023,870800856;221688,869263293;159120,668413352;233701,718148477;164137,225295167;189691,070518221;0;402027,818875009;0;289932,090190034;158317,275995334;0;180558,650698025;0;202197,926473186;0;316265,61103182;0;0;0;239018,195462152;0;376880,726559852;0;107092,278323598;733787,126921349;182254,427092155;0;0;472430,559327445;154372,62693707;412894,595957539;242956,635762287;347874,164166105;482072,417029554;430774,834473254;212870,865853117;169466,321860843;470672,014000018;0;318522,100195626;0;0;241007,302033286;165983,741161008;138015,306980673;693123,862453873;200411,951051023;393058,555532657;298718,11430988;0;198489,4458244;0;161218,886537006;764333,471606168;257783,768867648;0;513768,997016628;842896,055752521;123551,2252943;0;154034,382900184;0;721635,388957374;148361,482422529;414268,875598887;0;563855,770209074;147804,949438994;230412,048891598;0;165664,913109322;333570,360335597;309918,840513973;510715,18310944;396855,835854137;236763,281069303;276263,392245905;0;269809,285668789;193404,942719198;127049,702408084;0;0;0;541858,567862614;0;0;256780,27578402;147248,696252772;0;180708,767520522;414158,289734007;199077,430816806;333563,419263245;0;470860,924564147;566989,016907937;155803,028265425;176260,066619979;0;0;0;0;0;255375,9995552;469759,84505106;0;0;613464,254557344;0;0;304500,74688077;581618,936255766;133381,916211935;192531,38815755;458520,20009581;173037,854304462;0;0;0;773371,046209718;526935,174358239;263103,305057932;0;149388,84748516;180608,38312403;0;0;186373,396105929;209678,306587297;249365,798517059;189170,058363229;404937,314549507;380479,302376478;0;0;1;1;1;4;1;2;1;1;0;2;2;3;97;1
199367292;5522;4;2;48;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;1;0;1;1;0;1;3;3;3;2;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;3;3;2;3;2;1;1;0;1;1;0;1;1;0;0;0;1;0;0;2;9;4;3;1;1;1;1;0;1;0;0;0;0;0;0;1;1;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;0;1;0;0;0;0;0;0;3;3;1;5;5;3;3;5;5;5;1;0;0;1;0;0;1;1;99;99;2;99;99;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;99;5;3;5;1;2;2;5;99;1;99;1;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;97;2;1;97;1;1;3;97;3;5;5;4;5;3;2;3;3;3;2;97;5;5;4;3;4618,13723824399;4377,15297870201;0;0;4872,08095041667;5818,06755568048;0;0;5101,79014363719;0;4082,99622889731;10023,1876460391;4823,28749667524;5362,77435807756;0;5798,4267323013;4345,2508141771;5135,00952344127;4249,49946052941;0;4047,1112973055;4960,01064616971;0;0;3979,0345934853;4856,01566769805;9634,33906845748;0;0;4807,26809134674;4522,32584870622;5932,707025163;4226,95784483474;4791,13012547969;5149,01408402973;0;0;4339,56250811102;0;11014,76786854;0;4149,08509634739;5395,73639777951;4474,06098110397;4833,32939507925;0;0;5177,59710017483;9570,58104091713;4665,4002107049;5281,19212358512;0;4702,14290705817;11206,4057870548;0;4827,56287458016;0;9143,52105232547;4352,26627402858;7584,44561248963;4093,3163196358;4324,80390510806;0;13358,708438222;10104,6775147837;0;4153,26918783977;8400,85992141292;0;5019,04291201057;5080,72931383795;4630,5691079931;0;27820,0255535654;0;5234,34141577528;0;0;0;0;4842,07265228758;5054,08203805467;9262,74881368583;13064,0803530801;4889,38418790344;7849,60147752527;0;4412,6962059417;0;7945,41942942353;4452,10385347974;9530,28519439595;8921,10589235837;6127,83989712331;0;0;3961,44722029311;4258,77078616937;0;4865,45139787553;0;4928,22297859814;0;7727,60502185062;5464,78388056353;0;14748,1923662397;4143,25939878785;10393,3345457518;4411,68288095604;4323,58210351345;5847,62430573614;0;0;21392,2436859874;0;3843,95116694235;4711,68096965492;3381,34651617025;12010,1691219009;5283,98090444618;0;5136,04210779456;9363,6415246733;0;0;8020,81917932028;4117,39203791059;7799,9478334741;9452,90590877792;0;0;0;9375,84708898738;0;0;4017,72688107224;0;4446,67068654209;4003,29810036595;20437,1816468047;4126,03046148743;4266,19315685521;0;9065,70198066813;4421,12346711418;0;0;0;4546,59190884293;0;3750,61717342478;0;5032,43002948639;0;8472,05862113598;5172,15766955466;0;0;7802,00539147956;12589,2414697794;4288,73148278185;0;0;9773,48751079091;0;10188,3625630056;0;0;4553,32199385278;0;5381,00519198214;0;4313,21164377158;18056,3782599406;0;0;0;0;4777,76170332284;22546,5970930453;8657,5318326749;0;8777,7401163517;0;8672,46853768561;5515,52307840087;4758,99824430296;12634,257577379;14416,9292478058;4213,67434331094;4265,05059573204;5523,62141661962;0;0;0;16215,9319729531;12603,975887246;4479,47056726159;4058,96067080418;0;1;4;3;1;97;3;1;0;1;3;3;1;97;1
199367508;6199;8;2;21;5;2;1;2;99;1;1;1;0;0;0;1;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;15;10;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;99;1;99;99;99;99;99;99;99;99;99;99;99;2;0;1;1;0;1;0;0;0;0;0;0;4;4;2;2;4;2;5;4;4;5;1;1;1;0;1;1;0;3;2;2;99;4;2;99;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;2;5;5;2;5;5;99;1;99;99;0;99;99;1;3;3;2;3;3;3;3;3;3;1;1;1;2;2;1;2;1;1;3;1;3;1;3;1;3;3;1;3;0;99;99;99;99;99;99;99;99;99;1;1;0;0;0;1;97;98;98;98;98;98;98;97;97;97;97;97;97;0;0;0;0;0;1;1;1;0;0;1;0;0;1;97;97;97;97;97;97;0;99;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;97;97;97;97;97;97;0;2;5;97;1;1;1;1;2;3;5;2;2;4;5;4;4;4;4;5;2;1;3;3;4;25252,0929937265;27062,5722675072;0;29262,1435294947;0;30213,0601341915;38695,3907547528;41553,2414919334;27775,08551457;0;40179,5334433476;22740,5005349719;0;29558,0104322333;0;0;0;0;46741,3865529758;0;0;25588,8323499888;29574,1684312211;75149,0457401597;24886,6346496089;0;42716,4572416972;0;0;29602,3167237325;0;27261,9222791173;0;0;30353,0380659669;31534,4453480876;0;77504,6653719575;0;0;0;61695,7731375604;0;69667,1790707616;0;0;0;33647,7652896509;0;26086,7942536416;23988,1344468394;93006,0148653413;51785,5135706206;50018,6810287757;24414,52852853;0;22084,7954580035;26209,299600119;29289,390994461;27205,4979921858;50620,6507868904;54047,9665735227;22111,8272817962;24700,946070085;50321,024536701;56859,5071306546;0;52535,6200371648;22168,2355639191;0;0;80659,0603349312;0;36470,1348026852;0;0;24331,0823486495;104985,868581061;0;55042,2039744731;0;0;27334,8451944346;20446,6452818792;0;88555,8533744129;0;25995,8654820493;22143,5334861336;90352,5781418325;0;0;0;0;71786,491773139;0;78323,3445442836;25499,2882956796;0;55475,6566366179;27927,9762683116;0;49389,1764318186;115333,114809586;45603,1906978801;32272,8322158853;46041,3456045517;31583,8157943293;24858,7453035235;26250,7197317034;29469,4333225428;55944,676382756;0;20731,5861841697;32222,5926712494;0;0;23313,4172616927;65532,5817494397;62499,9165358164;0;0;27893,6357212543;0;0;22792,734453104;30011,6454586585;23719,0719098001;0;26298,2302674014;0;24861,6685419831;0;0;0;25648,09503062;60413,031380817;22996,4357475787;22225,4651772456;64531,0817185559;57117,782935039;49463,3372776246;28879,02399421;48872,756405348;24174,6128886229;43831,1716663302;24610,7880653723;23952,9959773658;0;23177,3670314061;0;41829,8135206416;0;23250,3475352148;24443,2987488004;0;0;23520,7049806563;26289,2540862311;22923,2871700718;23297,2302647304;49726,5340402674;49562,7689952308;0;57530,8741863568;35895,7654119193;0;49395,9199637927;0;0;26475,1530843631;0;0;28191,0531872073;0;25043,1427325616;25052,4734233037;23502,0700627112;0;23998,5483714031;25888,1695815059;0;20679,8544604183;56037,007434382;0;25370,9875784421;0;30944,219572413;22872,7533096621;64923,7893183354;45823,7564402355;22639,2555712727;25283,1021400035;26192,7366650691;30950,030281947;25464,9055832042;24018,0909029646;20878,5275328991;23668,091258104;0;24428,7835606453;1;4;3;4;1;3;1;1;0;2;1;2;97;1
199369930;6980;2;2;37;3;2;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;3;1;5;1;1;1;1;3;2;3;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;14;9;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;0;1;1;0;1;1;0;1;0;0;3;5;3;3;5;3;5;3;5;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;3;1;3;3;1;1;3;1;1;1;1;1;1;1;1;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;2;3;3;2;3;3;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;98;98;98;98;98;98;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;97;97;97;97;97;97;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;3;1;1;1;1;1;1;1;1031,74351235547;871,020015273467;0;0;2523,33030241059;1122,60047380027;1818,35961278185;1247,88927416694;2113,95800399076;0;841,743373471672;1121,89049369281;2349,47743739946;1060,30601967645;3491,81446871106;0;1220,72014217415;0;2108,1629145492;891,970051691841;0;2296,92247501597;2389,2155615188;1078,25052862921;911,950545408929;1041,39867559462;997,149731870639;1243,12334349797;4335,81229205761;1276,06421037231;0;3143,05921953794;984,598537587117;0;1178,39167617719;0;937,70475670786;2134,30386950031;0;1012,63582804891;1081,46263536259;1878,85963326515;0;993,074704229704;2032,05977017048;1076,65272014771;893,469496757327;933,461908339738;960,717187779987;0;0;926,806549225773;1023,73790631515;916,72822663188;1122,06999794822;0;0;2393,05718635046;940,74935909586;951,461647966726;995,920525290693;1159,83304158055;0;957,623414755773;1035,5274614703;0;2158,7587980379;943,275526450438;1223,77814338022;3471,97811293091;1011,98495738813;0;1038,00594712978;0;871,847297288318;1194,57822425083;942,942651674091;1010,57540866833;2327,78951023459;0;2527,46583568037;1016,33691391792;875,521133380948;0;1038,19446654505;0;0;2091,36445355961;3423,73396339729;1066,30367662732;924,797175732837;1433,32516833539;843,338393292228;923,682439220497;0;2172,3883299901;2832,45844837772;1970,12244282624;2331,13172836173;0;979,602108435409;0;910,651863937653;1074,69496859187;934,138331975775;0;1024,52854243675;3428,01172656102;2101,45981747441;1003,64895979253;1017,02591992065;1061,30533891024;900,922934099368;942,554622808287;0;1903,67520821492;0;0;0;2974,31154842361;1157,46260333801;0;961,903466253743;0;860,824716792294;1026,15933392114;1021,02338645297;1063,78185690229;973,737052584032;0;2116,94961664146;3085,23730192094;0;1149,26903755771;0;1188,09728763891;4224,83854534685;970,164043344185;0;0;1030,99934753818;1070,24194711458;957,135465174122;1163,90415999251;886,241288792415;1113,62142664468;0;0;0;936,815165573586;971,615467206857;3082,05187739444;1078,44791280699;0;2112,23981472101;1107,03892465973;1232,78918572391;1780,98026143746;0;1982,54372244141;3266,96608679109;1016,48921032241;1099,1029120226;1094,43687843274;855,033222268165;842,955925687258;0;0;899,97160476697;0;985,390967485737;0;1709,27287155293;0;1006,98702608888;0;0;1912,87488148245;0;0;1015,24562430079;962,033329290046;1884,50659399168;0;1162,78815055195;0;2796,81347525178;0;0;3307,96167853732;0;2332,58138692607;1053,63321936574;0;1043,09397418215;1242,99315843457;1294,36084618352;2528,01714617152;0;0;2551,89058698002;1;4;3;3;2;2;1;1;0;2;2;1;3;1
199371916;16546;3;1;39;1;3;1;1;99;99;99;99;99;99;99;99;99;99;1;1;1;1;1;0;0;0;0;0;0;0;3;3;3;3;3;5;3;3;2;2;2;5;2;2;2;2;3;2;1;2;2;3;3;2;2;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;2;10;5;2;0;0;1;1;0;1;0;0;0;0;0;0;1;1;99;1;99;99;99;99;99;99;99;99;99;99;99;1;1;1;1;0;0;0;0;0;0;0;1;4;3;3;5;3;2;5;3;2;3;1;0;1;1;1;1;1;1;99;1;1;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;99;5;5;5;1;1;2;5;99;99;99;1;1;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;0;99;99;99;99;99;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;0;0;0;0;0;1;0;99;99;99;99;99;99;99;99;1;0;1;0;0;0;0;0;1;0;0;0;0;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2;1;1;1;1;1;3;1;3;5;3;5;3;3;5;3;3;1;4;3;4;2;4;3;9551,64545393398;9268,40398876673;0;0;0;0;0;14887,1170759569;10196,4011894394;0;0;9739,03279077228;8879,35090033564;18839,0889665818;9371,3636771104;9080,14727604556;15818,2234641668;0;35804,1636169766;10105,1381030233;0;9228,90513967668;9021,30173616013;9237,77154246568;19034,7881737546;10088,8971992446;10707,1174435166;27034,0048804496;10107,9852523404;9197,48671724865;9844,40400936625;34147,3618819155;8960,97163613171;9190,33787177514;0;0;10291,7994104896;17631,8557342557;18238,7790790917;11375,2470017245;24477,9819266608;17774,7762150941;19763,1214115826;0;19587,4902308085;0;10678,8799786311;0;19091,9831877899;9669,07078643391;0;10924,9610726179;0;8959,7154962491;19206,0402293439;0;0;8273,158595157;18158,2289323605;8763,62899274822;0;0;18763,6850254589;0;8925,81645701246;17090,4622032141;26520,9882759027;0;8925,86747774042;0;0;10618,4396575367;10617,4886424346;9249,7037139974;18876,5648490185;0;0;9406,87656433065;9285,75552420868;21983,2930499121;8875,80769893415;30915,0224075314;10120,8752149898;21308,7320144138;10540,4195275583;8978,15638888112;0;8917,91236723113;0;17906,0573734225;9751,45120929672;19910,7165178309;21425,7556859711;0;10588,4837164685;9090,52785819836;0;9656,8678457681;7907,44391248231;19548,5872618739;9793,46330338263;0;0;0;0;0;10293,9129960683;0;0;0;27589,6636236289;0;0;0;0;0;0;0;27979,9473272863;11049,0268821078;0;0;0;18678,935958388;0;0;0;0;7915,23775134557;10596,0194303332;0;9267,56733190223;8548,99125870035;28559,7134751901;18244,8450342136;25115,6805045935;18290,6963871169;7971,83758170461;9472,6388409107;0;10806,9947097679;0;8901,74545974303;0;0;39173,0290884599;19296,3052702896;0;9966,06776807076;9749,2789254701;10217,3879268774;17327,1098050803;8922,5460960148;9994,28058535306;28221,8628565902;19776,9367836283;0;21398,625013313;37011,1722885022;0;28332,3602456724;8788,66546336956;0;19989,1624132741;18509,8191768794;28015,1363389302;0;26654,9980626621;9015,97914845157;9254,82143075951;10565,8430704865;11294,930043627;33249,05015839;15666,0638637813;28463,5876512912;9610,4628534877;9513,99109548766;9341,6889995074;8808,69027056452;0;0;21562,2037227095;19143,8805754546;8551,78728141321;9724,18248734682;10219,9136321869;26361,9541881819;0;22274,0494121481;19964,1646471919;9176,32093558101;0;0;8993,75221942402;9086,83946655755;0;10436,5338272757;0;0;0;11431,8716462715;1;2;2;1;4;2;1;0;1;3;3;3;1;1
